"Id. autor","Apellidos","Nombres","Sexo","Año de nacimiento","Año de muerte","Disciplina","Enlaces","Fuentes"
"8759","Ábalos","Jorge Washington","H","1915","1979","Escritura","https://es.wikipedia.org/wiki/Jorge_Washington_%C3%81balos","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8761","Abarca","Alfredo","H","1941","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8493","Abbate","Florencia","M","1976","","Escritura","https://es.wikipedia.org/wiki/Florencia_Abbate","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9608","Abdala","Alberto","H","","1997","Audiovisual","http://www.cinenacional.com/persona/alberto-abdala; http://www.imdb.com/name/nm0008106/","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"9836","Abella","María","M","1863","1926","Escritura","https://es.wikipedia.org/wiki/Mar%C3%ADa_Abella","Diccionario biográfico de mujeres argentinas. 1986"
"8762","Abella Caprile","Margarita","M","1901","1960","Escritura","https://es.wikipedia.org/wiki/Margarita_Abella_Caprile","Biografías sintéticas de autores argentinos. 1940; Diccionario biográfico de mujeres argentinas. 1986; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9837","Aberastury","Arminda","M","1910","1972","Escritura","https://es.wikipedia.org/wiki/Arminda_Aberastury","Diccionario biográfico de mujeres argentinas. 1986"
"8494","Abós","Álvaro","H","1941","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8495","Abraham","Tomás","H","1946","","Escritura","https://es.wikipedia.org/wiki/Tom%C3%A1s_Abraham","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8496","Abrego","Luis","H","1966","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8497","Absatz","Cecilia","M","1943","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8498","Accame","Jorge","H","1956","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9609","Acciaresi","Ángel","H","1908","","Audiovisual","https://es.wikipedia.org/wiki/%C3%81ngel_Acciaresi; http://www.imdb.com/name/nm0009599/; http://www.cinenacional.com/persona/angel-acciaresi","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8763","Acevedo","Hugo","H","1925","2007","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9838","Acosta","Josefina","M","","","Escritura","","Diccionario biográfico de mujeres argentinas. 1986"
"9839","Acosta","Sofía","M","1925","","Escritura","","Diccionario biográfico de mujeres argentinas. 1986"
"8499","Acosta","Julio","H","1952","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8500","Acosta","Martha","M","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8501","Acosta","Natividad","M","1963","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8502","Actis","Beatriz","M","1961","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8503","Actis","Marcelo","H","1958","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8504","Actis Brú","César Isidro","H","1942","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8505","Acuña","Leopoldo Enrique","H","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9761","Acuña","Ángel","H","1882","","Escritura","","Biografías sintéticas de autores argentinos. 1940"
"8506","Adaro","Nilda","M","1946","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8507","Ades","Titi","M","1945","","Escritura, Artes visuales","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8764","Adler","María Raquel","M","1904","1974","Escritura","https://es.wikipedia.org/wiki/Mar%C3%ADa_Raquel_Adler","Diccionario biográfico de mujeres argentinas. 1986; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8508","Adúriz","Javier","H","1948","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8765","Aebi","Marcelo","H","1966","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8766","Agosti","Héctor Pablo","H","1911","1984","Escritura","https://es.wikipedia.org/wiki/H%C3%A9ctor_P._Agosti","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9439","Agrelo","Mariano","H","1836","1891","Artes visuales","https://es.wikipedia.org/wiki/Mariano_Agrelo","23 pintores de la Argentina. 1810-1900. 1978"
"9610","Agresti","Alejandro","H","1961","","Artes escénicas, Audiovisual","https://es.wikipedia.org/wiki/Alejandro_Agresti; http://www.fundacionkonex.com.ar/b2260-alejandro__agresti; http://www.imdb.com/name/nm0002159/; http://www.cinenacional.com/persona/alejandro-agresti","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"9840","Agudo","María Adela","M","1912","1952","Escritura","","Diccionario biográfico de mujeres argentinas. 1986"
"9841","Agüero Vera","Carmen Celia","M","1928","2014","Escritura","","Diccionario biográfico de mujeres argentinas. 1986"
"8509","Aguilar","Daniel","H","1948","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8510","Aguilar","Gonzalo","H","1964","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8511","Aguilar","Hernán","H","1950","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8512","Aguilar","Liliana","M","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8767","Aguinis","Marcos","H","1935","","Escritura","https://es.wikipedia.org/wiki/Marcos_Aguinis","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8768","Aguirre","Raúl Gustavo","H","1927","1983","Escritura","https://es.wikipedia.org/wiki/Ra%C3%BAl_Gustavo_Aguirre","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8513","Aguirre","Ernesto","H","1953","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8514","Aguirre","Osvaldo","H","1964","","Escritura","https://es.wikipedia.org/wiki/Osvaldo_Aguirre","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8515","Aguirre Molina","Roberto","H","1953","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8516","Agustoni","Luis","H","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8517","Aibinder","Eduardo","H","1968","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8518","Aira","César","H","1949","","Escritura","https://es.wikipedia.org/wiki/C%C3%A9sar_Aira","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8519","Aíta","Omar","H","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8520","Alabi","Alberto","H","1959","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8521","Albasini","Mario","H","1941","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8967","Alberdi","Juan Bautista","H","1810","1884","Escritura, Música","https://es.wikipedia.org/wiki/Juan_Bautista_Alberdi","Biografías sintéticas de autores argentinos. 1940; Diccionario de autores latinoamericanos. 2001"
"8522","Albero","Danilo","H","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8523","Alberto","Alberto Félix","H","1948","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8769","Alcalde","Ramón","H","1922","1989","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8770","Alcorta Mansilla","Gloria","M","1915","2012","Escritura","https://es.wikipedia.org/wiki/Gloria_Alcorta","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8524","Aldao","Fernando","H","1965","","Escritura, Música","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8525","Alegre","Juan Carlos","H","1945","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8771","Alemián","Ezequiel","H","1968","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8526","Aletto","Carlos","H","1967","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9611","Alfaro","Emilio","H","1933","1998","Audiovisual","https://es.wikipedia.org/wiki/Emilio_Alfaro; http://www.imdb.com/name/nm0019064/; http://www.cinenacional.com/persona/emilio-alfaro","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8527","Alfaro","Juan Manuel","H","1955","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8772","Alfieri","Teresa Graciela","M","1947","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8529","Aliaga","Cristian","H","1962","","Escritura","https://es.wikipedia.org/wiki/Cristian_Aliaga","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9727","Aliaga Sarmiento","Rosalba","M","","1953","Escritura","","Narradoras argentinas (1852-1932). 1995"
"8530","Alifano","Roberto","H","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9711","Alió","Carolina Adelia","M","1888","1954","Escritura","","Narradoras argentinas (1852-1932). 1995"
"8531","Aliverti","Eduardo","H","1956","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8532","Allassia","María Guadalupe","M","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8773","Alonso","Gabriel","H","1959","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8774","Alonso","Rodolfo","H","1934","","Escritura","https://es.wikipedia.org/wiki/Rodolfo_Alonso","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8534","Alonso","Gabriel","H","1951","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8535","Alonso","Luis Eduardo","H","1951","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8537","Alperovich","Laura","M","1963","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8538","Alsina","Carlos María","H","1958","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8775","Altamirano","Carlos Washington","H","1939","","Escritura","https://es.wikipedia.org/wiki/Carlos_Altamirano_%28soci%C3%B3logo%29","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8776","Alva Negri","Tomás","H","1931","1999","Escritura","http://www.fundacionkonex.com.ar/b264-tomas_alva_negri","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8539","Alvarado","Ana María","M","1957","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8540","Alvarado","Maite","M","1953","2002","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8541","Alvarenga","Martín","H","1941","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8542","Álvarez","Silvia","M","1956","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8777","Álvarez","Alejandro","H","1962","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8969","Álvarez","José Seferino","H","1858","1903","Escritura","https://es.wikipedia.org/wiki/Fray_Mocho","Biografías sintéticas de autores argentinos. 1940; Diccionario de autores latinoamericanos. 2001"
"8778","Álvarez","Leandro","H","1928","2011","Escritura","https://es.wikipedia.org/wiki/N%C3%A9stor_Groppa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9756","Álvarez","Agustín","H","1857","1914","Escritura","https://es.wikipedia.org/wiki/Agust%C3%ADn_%C3%81lvarez","Biografías sintéticas de autores argentinos. 1940"
"8543","Álvarez Faur","Adela","M","1945","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8779","Álvarez Insúa","Carlos","H","1955","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9369","Álvarez Murena","Héctor","H","1923","1975","Escritura","https://es.wikipedia.org/wiki/H%C3%A9ctor_A._Murena","Diccionario de autores latinoamericanos. 2001"
"8544","Álvarez Tuñón","Eduardo","H","1957","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8545","Amadei","María Zulema","M","1941","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9759","Amadeo","Octavio","H","1878","","Escritura","","Biografías sintéticas de autores argentinos. 1940"
"9760","Amadeo","Tomás Aurelio","H","1880","1950","Escritura","","Biografías sintéticas de autores argentinos. 1940"
"8546","Amado","Ana María","M","1946","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8780","Amar Sánchez","Ana María","M","1947","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8548","Amarilla","Lisandro","H","1945","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9757","Ambrosetti","Juan Bautista","H","1865","1917","Escritura","https://es.wikipedia.org/wiki/Juan_Bautista_Ambrosetti","Biografías sintéticas de autores argentinos. 1940"
"9755","Ameghino","Florentino","H","1854","1911","Escritura","https://es.wikipedia.org/wiki/Florentino_Ameghino","Biografías sintéticas de autores argentinos. 1940"
"8781","Amer González","Edgardo","H","1956","","Escritura, Artes escénicas","http://www.imdb.com/name/nm1434345/","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8549","Amestoy","Mirtha Isabel","M","1945","1995","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8550","Amiano","Daniel","H","1963","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8782","Amícola","José","H","1942","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8551","Amuchástegui","Irene","H","1967","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8552","Anadón","Esteban Gabriel","H","1962","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8553","Anadón","Pablo","H","1963","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8554","Andahazi","Federico","H","1963","","Escritura","https://es.wikipedia.org/wiki/Federico_Andahazi","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9613","Andéchaga","Osvaldo","H","1954","","Audiovisual","https://es.wikipedia.org/wiki/Osvaldo_And%C3%A9chaga; http://www.imdb.com/name/nm0029321/; http://www.cinenacional.com/persona/osvaldo-andechaga","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8783","Anderson Imbert","Enrique","H","1910","2000","Escritura","https://es.wikipedia.org/wiki/Enrique_Anderson_Imbert","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8555","Andrada","María del Rosario","M","1954","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8970","Andrade","Olegario Víctor","H","1839","1882","Escritura","https://es.wikipedia.org/wiki/Olegario_V%C3%ADctor_Andrade","Biografías sintéticas de autores argentinos. 1940; Diccionario de autores latinoamericanos. 2001"
"8556","Andrade","Nora","M","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8557","Andradi","Esther","M","1950","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8558","Andreini","Vanna","M","1969","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8784","Andrés","Alfredo","H","1934","","Escritura, Audiovisual","http://www.cinenacional.com/persona/alfredo-andres","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8559","Andruetto","María Teresa","M","1954","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8560","Angelelli","Guillermo","H","1961","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8796","Ángeli","Héctor Miguel","H","1930","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8561","Angelino","Diego","H","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8797","Anglade","Roberto","H","1950","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9612","Antín","Manuel","H","1926","","Escritura, Audiovisual","https://es.wikipedia.org/wiki/Manuel_Ant%C3%ADn; http://www.cinenacional.com/persona/manuel-antin; http://www.imdb.com/name/nm0031075/; http://www.fundacionkonex.com.ar/b842-manuel_ant%C3%ADn","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8798","Antognazzi","Carlos","H","1963","","Escritura","https://es.wikipedia.org/wiki/Carlos_Antognazzi","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8799","Anzorena","Oscar Ricardo","H","1952","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8800","Aparicio","Carlos Hugo","H","1935","2015","Escritura","http://www.cinenacional.com/persona/carlos-hugo-aparicio","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8563","Apolo","Ignacio ","H","1969","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8564","Arango","Ariel","H","1941","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8565","Aráoz","Graciela Nidia","M","1955","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8566","Aráoz","Inés","M","1945","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9758","Aráoz Alfaro","Gregorio","H","1870","1955","Escritura","https://es.wikipedia.org/wiki/Gregorio_Ar%C3%A1oz_Alfaro","Biografías sintéticas de autores argentinos. 1940"
"8567","Arazi","Silvia","M","1955","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9614","Arce","Fernando","H","1932","","Audiovisual","http://www.cinenacional.com/persona/fernando-arce","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8568","Archain","Alejandro","H","1953","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8801","Ardiles Gray","Julio","H","1922","2009","Escritura","https://es.wikipedia.org/wiki/Julio_Ardiles_Gray","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8569","Arditte de Daiban","Ilda Haidé","M","1941","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8802","Arendar","Liliana","M","1941","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8570","Ares","Carlos Alberto","H","1950","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8571","Ares","Daniel","H","1956","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8572","Arévalo","Susana ","M","1952","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8803","Argumedo","Alcira Susana","M","1940","","Escritura","https://es.wikipedia.org/wiki/Alcira_Argumedo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8573","Arias","Alberto","H","1954","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8574","Arias","Ana","M","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8804","Arias","Abelardo","H","1908","1991","Escritura","https://es.wikipedia.org/wiki/Abelardo_Arias","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9615","Arias","Bernardo","H","1924","","Audiovisual","http://www.cinenacional.com/persona/bernardo-arias","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8805","Aricó","José María","H","1931","1991","Escritura","https://es.wikipedia.org/wiki/Jos%C3%A9_Aric%C3%B3","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8575","Arijón","Teresa","M","1960","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9618","Ariño","Emilio","H","1930","1996","Audiovisual","https://es.wikipedia.org/wiki/Emilio_Ari%C3%B1o","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"9616","Aristarain","Adolfo","H","1943","","Audiovisual","https://es.wikipedia.org/wiki/Adolfo_Aristarain; http://www.imdb.com/name/nm0034899/; http://www.fundacionkonex.com.ar/b16-adolfo_aristarain; http://www.cinenacional.com/persona/adolfo-aristarain","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8806","Arlt","Mirta Electra","M","1923","2014","Escritura","https://es.wikipedia.org/wiki/Mirta_Arlt; http://www.imdb.com/name/nm0035220/","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8807","Arlt","Roberto Emilio Godofredo","H","1900","1942","Escritura","https://es.wikipedia.org/wiki/Roberto_Arlt; http://www.cervantesvirtual.com/bib/bib_autor/Arlt/","Biografías sintéticas de autores argentinos. 1940; Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8809","Armani","Horacio","H","1925","2013","Escritura","https://es.wikipedia.org/wiki/Horacio_Armani","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8576","Arostegui","María Cristina","M","1949","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8577","Arrambide","Jaime","H","1968","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8578","Arrieta","Carmen","M","1962","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8971","Arrieta","Rafael Alberto","H","1889","1968","Escritura","https://es.wikipedia.org/wiki/Rafael_Alberto_Arrieta","Biografías sintéticas de autores argentinos. 1940; Diccionario de autores latinoamericanos. 2001"
"8579","Arrosagaray","Enrique","H","1953","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8580","Artayer","Carlos Alberto","H","1940","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8581","Artola","Raúl","H","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8810","Arverás","José Oscar","H","1921","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8582","Arzoumanian","Ana","M","1962","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8972","Ascasubi","Hilario","H","1807","1875","Escritura","https://es.wikipedia.org/wiki/Hilario_Ascasubi","Biografías sintéticas de autores argentinos. 1940; Diccionario de autores latinoamericanos. 2001"
"8583","Asís","Jorge Cayetano Zaín","H","1946","","Escritura","https://es.wikipedia.org/wiki/Jorge_As%C3%ADs","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8584","Atorresi","Ana","M","1964","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8585","Aulicino","Jorge Ricardo","H","1949","","Escritura","https://es.wikipedia.org/wiki/Jorge_Aulicino","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8811","Avellaneda","Andrés","H","1937","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9754","Avellaneda","Nicolás Remigio Aurelio","H","1837","1888","Escritura","https://es.wikipedia.org/wiki/Nicol%C3%A1s_Avellaneda","Biografías sintéticas de autores argentinos. 1940"
"9619","Avellaneda","María Herminia","M","1933","1997","Audiovisual","https://es.wikipedia.org/wiki/Mar%C3%ADa_Herminia_Avellaneda; http://www.imdb.com/name/nm0042887/; http://www.cinenacional.com/persona/maria-herminia-avellaneda","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8586","Averbach","Márgara","M","1957","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8587","Axpe","Luisa","M","1945","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9617","Ayala","Fernando","H","1920","1997","Audiovisual","https://es.wikipedia.org/wiki/Fernando_Ayala; http://www.imdb.com/name/nm0043622/; http://www.cinenacional.com/persona/fernando-ayala","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8812","Ayala Gauna","Velmiro","H","1905","1967","Escritura, Música","https://es.wikipedia.org/wiki/Velmiro_Ayala_Gauna","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8813","Azcona Cranwell","Elizabeth","M","1933","2004","Escritura","https://es.wikipedia.org/wiki/Elizabeth_Azcona_Cranwell","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8588","Aznárez","Ricardo","H","1955","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8589","Azurduy","Victoria","M","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9620","Azzano","Alejandro","H","1955","","Audiovisual","http://www.imdb.com/name/nm0044487/","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8590","Bab Quintela","Hugo","H","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8591","Baca","Pablo","H","1958","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8592","Baccaro","Julio","H","1940","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8593","Bacigalupo","Luis","H","1958","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8594","Badía","Juan Alberto","H","1946","2012","Escritura, Audiovisual","https://es.wikipedia.org/wiki/Juan_Alberto_Bad%C3%ADa","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8595","Badillo","Juan Carlos","H","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8597","Badui de Zogbi","María Banura","M","1941","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8598","Bagnera","Diego","H","1973","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
