nid,nombres,apellidos,seudonimos,variantes,genero,fecha_nacimiento,fecha_muerte,ano_nacimiento,ano_muerte,lugar_nacimiento,disciplinas,subdisciplinas,fuentes,enlaces_titulo,enlaces_url,notas,obs_tipo,obs_descripcion
,Jorge,Meza,,,Hombre,,,1956,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Hugo,Midón,,,Hombre,,,1944,,Buenos Aires,OBS: Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
9753,Eduardo,Mignogna,,,Hombre,17/08/1940,06/10/2006,1940,2006,Capital Federal,Artes audiovisuales|Escritura|Audiovisual,Dirección cinematográfica|Escritura: Narrativa|Dramaturgia|Narrativa|Artes audiovisuales: Dirección cinematográfica|Guionista,Cine argentino. Diccionario de realizadores contemporáneos. 1987,Internet Movie Database (IMDb)|Wikipedia en español|Cine Nacional,https://es.wikipedia.org/wiki/Eduardo_Mignogna|http://www.imdb.com/name/nm0586002/|http://www.cinenacional.com/persona/eduardo-mignogna,,ADICIONES,"disciplinas: Artes audiovisuales, subdisciplinas: Artes audiovisuales: Dirección cinematográfica|Escritura: Narrativa"
,Silvia,Miguens,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Diego,Mileo,,,Hombre,,,1946,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Eduardo,OBS: M]Leo,,,Hombre,,,1953,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Eduardo,Milewicz,,,Hombre,,,1958,,Capital Federal,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Edgardo,Miller,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Lalo,Mir,,,?,,,1950,,Buenos Aires,OBS: Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Jorge,Mirarchi,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,OBS: Laura &Quot;,Miserendino,,,,,,1962,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Liliana,Mizrahi,,,Mujer,,,1943,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,María Gabriela,Mizraje,,,Mujer,,,1965,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Graciela,Mochkofsky,,,Mujer,,,1969,,Neuquén,OBS: Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,David,Moguilevsky,,,Hombre,,,1946,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Juan Carlos,Moises,,,Hombre,,,1954,,Chubut,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Leonardo,Moledo,,,Hombre,,,1947,,Capital Federal,Escritura,Escritura: Periodismo|Escritura: Dramaturgia|Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Miguel Angel,Molfino,,,Hombre,,,1949,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,OBS: Juana Emilia (Milita),Molina,,,,,,1951,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Fernando,Molle,,,Hombre,,,1967,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Graciela,Monaco De Martinez,,,Mujer,,,1951,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Mona,Moncalvillo,,,Mujer,,,1947,,Buenos Aires,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Graciela,Montaldo,,,Mujer,,,1959,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Pablo,Mont Anaro,,,Hombre,,,1964,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marisé,Monteiro,,,?,,,1953,,Buenos Aires,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Jorge,Monteleone,,,Hombre,,,1957,,Buenos Aires,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Rosalinda,Montemerlo,,,Mujer,,,1943,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Nancy,Montemurro,,,Mujer,,,1961,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Graciela Silvia,Montes,,,Mujer,,,1947,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Claudio,Monti,,,Hombre,,,1958,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Ricardo,Monti,,,Hombre,,,1944,,Capital Federal,OBS: Artes escénicas|Escritura,,,,,,NUEVO,sin observaciones
,Esteban,Moore,,,Hombre,,,1952,,Capital Federal,Escritura,Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Fernando,Morales,,,Hombre,,,1951,,Mendoza,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Joaquin,Morales Sola,,,Hombre,,,1949,,Tucumán,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Carlos Roberto,Moran,,,Hombre,,,1942,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Norma,Morandini,,,Mujer,,,1948,,Córdoba,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Carlos,Moreira,,,Hombre,,,1950,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Ricardo,Morelli,,,Hombre,,,1954,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marcelo,Moreno,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Cristina,Forero,"Moreno, María",,Mujer,,,1947,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,María,Moreno Quintana,,,Mujer,,,1969,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Federico,Moreyra,,,Hombre,,,1945,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Omar,Morgant E,,,Hombre,,,1957,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Antonio,Moro,,,Hombre,,,1955,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Mourelle,,,Hombre,,,1954,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Paulina,Movsichoff,,,Mujer,,,1941,,San Luis,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Muchnik,,,Hombre,,,1941,,Entre Ríos,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,María Eugenia,Mudrovcic,,,Mujer,,,1958,,Chubut,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Eugenia,Mugnani,,,Mujer,,,1942,,San Juan,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Hugo,Mujica,,,Hombre,,,1942,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Vicente,Muleiro,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Hugo,Múller,,,Hombre,,,1969,,Perú,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Alberto,Munoz,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alicia,Munoz,,,Mujer,,,1940,,Capital Federal,Artes audiovisuales|Música|Escritura,Escritura: Dramaturgia|Artes audiovisuales: Guionista,,,,,NUEVO,sin observaciones
,OBS: Francisco (Pancho),Munoz,,,,,,1945,,Capital Federal,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Marcela Iris,Munoz,,,Mujer,,,1966,,Mendoza,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Susana,Murguía,,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Graciela,Musachi,,,Mujer,,,1947,,Buenos Aires,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Delfina,Muschietti,,,Mujer,,,1953,,Entre Ríos,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Eduardo,Muslip,,,Hombre,,,1965,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Néstor,Mux,,,Hombre,,,1945,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Diego,Muzzio,,,Hombre,,,1969,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Andi,Nachon,,,Mujer,,,1970,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Pablo,Narral,,,Hombre,,,1957,,Santiago del Estero,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Adrián,Navigante,,,Hombre,,,1971,,Capital Federal,Escritura,Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,María,Neder,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Héctor,Negri,,,Hombre,,,1940,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,María,Negroni,,,Mujer,,,1951,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Laura,Nicastro,,,Mujer,,,1946,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Nilda Rosa,Nicolini,,,Mujer,,,1941,,Corrientes,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Elsa,Nicolino,,,Mujer,,,1947,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Gustavo,Nieisen,,,Hombre,,,1962,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Cristian Gustavo,Dzwonik,Nik,,Hombre,,,1970,,Capital Federal,Artes audiovisuales|Escritura|Artes visuales,Artes visuales: Dibujo|Artes audiovisuales: Guionista|Escritura: Otras,,,,,NUEVO,sin observaciones
,Lilian,Nordio,,,Mujer,,,1948,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Fernando,Noy,,,Hombre,,,1952,,Buenos Aires,Artes escénicas|Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Julio,Nudler,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Carlos,Núnez,,,Hombre,,,1955,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Raúl,Núnez,,,Hombre,,,1946,1996,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Sergio,Núnez,,,Hombre,,,1962,,Buenos Aires,OBS: Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,OBS: Mario (Pacho),OBS: O&#39;Donnel,,,,,,1941,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Sergio,Olguín,,,Hombre,,,1967,,Capital Federal,OBS: Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Héctor,Oliboni,,,Hombre,,,1945,,Capital Federal,Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Beatriz,Olivier,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Matilde,Ollier,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Julio,Orione,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Adriana De,Ortega,,,Mujer,,,1951,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Raúl,Ortega,,,Hombre,,,1942,,Chubut,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Ortiz,,,Hombre,,,1964,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Elsa,Osorio,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Héctor Raúl,Osses,,,Hombre,,,1945,,Santa Cruz,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Araceli,Otamendi,,,Mujer,,,1955,,OBS: Prowncia De Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Rafael Felipe,Oterino,,,Hombre,,,1945,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Otero,,,Hombre,,,1955,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Rodolfo,Otero,,,Hombre,,,1949,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Mónica,OBS: O&#39;Itino,,,Mujer,,,1943,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,David,Oubina,,,Hombre,,,1964,,Capital Federal,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Santiago,Oves,,,Hombre,,,1941,,Capital Federal,Artes audiovisuales|Escritura,Escritura: Dramaturgia|Artes audiovisuales: Guionista|Escritura: Narrativa|Artes audiovisuales: Dirección cinematográfica|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Antonio,Oviedo,,,Hombre,,,1943,,Córdoba,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Marta,OBS: Oyi—Ianarte,,,Mujer,,,1945,,Buenos Aires,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Patricia,Pacino,,,Mujer,,,1962,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Ana,Padovani,,,Mujer,,,1948,,Buenos Aires,Artes escénicas|Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Roxana,Paez,,,Mujer,,,1962,,Buenos Aires,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Mabel,Pagano,,,Mujer,,,1945,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,José Luis,Pages,,,Hombre,,,1947,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Isabel,Palacios De Carrió,,,Mujer,,,1942,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Palant,,,Hombre,,,1942,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Pablo,Paler,,,Hombre,,,1968,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Miguel Ángel,Palermo,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,OBS: Sabatino (Cacho),Palma,,,,,,1957,,Santa Fe,OBS: Artes escénicas|Escritura,,,,,,NUEVO,sin observaciones
,Gloria,Pampillo,,,Mujer,,,1942,,Capital Federal,OBS: Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Daniel Antonio,Panarace,,,Hombre,,,1951,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Jorge,Panesi,,,Hombre,,,1947,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Jorge,Paolantonio,,,Hombre,,,1947,,Catamarca,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Mario,Paolucci,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Basilia,Papastamatíu,,,?,,,1940,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,"OBS: Alejandro E. _,",Parada,,,,,,1955,,Uruguay,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Alicia,Partnoy,,,Mujer,,,1955,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Marcela,Pascual,,,Mujer,,,1940,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Delia,Pasini,,,Mujer,,,1945,,Capital Federal,Escritura,Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Patricia S.,Pasquali,,,Mujer,,,1959,,Santa Fe,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Gabriel,Pasquini,,,Hombre,,,1966,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Diego,Paszkowski,,,Hombre,,,1966,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Hugo,Patuto,,,Hombre,,,1961,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alan,Pauls,,,Hombre,,,1959,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Elda María,Paván,,,Mujer,,,1948,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Carlos,Paz,,,Hombre,,,1940,,Capital Federal,OBS: Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Carlos A.,Paz,,,Hombre,,,1947,,Santa Cruz,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Luis,Pazos,,,Hombre,,,1940,,Buenos Aires,Escritura,Escritura: Periodismo|Escritura: No ficción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Nélida,Pedernera,,,Mujer,,,1947,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Esteban,Pelaez,,,Hombre,,,1945,1987,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Osvaldo,Pellettieri,,,Hombre,,,1946,,Capital Federal,Artes escénicas|Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Luisa,Peluffo,,,Mujer,,,1941,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Carlos,Penelas,,,Hombre,,,1946,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,César Horacio,Pena,,,Hombre,,,1943,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Martín Rodolfo De La,Pena,,,Hombre,,,1941,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Raúl Rubén,Penarol Mendez,,,Hombre,,,1945,1996,La Pampa,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Marcelo,Percia,,,Hombre,,,1954,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Gustavo Daniel,Peredntk,,,Hombre,,,1957,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Jorge Santiago,Perednik,,,Hombre,,,1952,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Carlos,Pereiro,,,Hombre,,,1953,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Graciela,Perez Aguilar,,,Mujer,,,1947,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Paula,Perez Alonso,,,Mujer,,,1958,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Laura,OBS: Perez Dia&#39;Ito,,,Mujer,,,1964,,Capital Federal,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Gastón Horacio,Perez Izquierdo,,,Hombre,,,1940,,Capital Federal,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Carmen,Perilli,,,Mujer,,,1950,,Tucumán,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Roberto,Perinelli,,,Hombre,,,1940,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Néstor,Perlongher,,,Hombre,,,1949,1992,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Graciela,Perosio,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alberto Mario,Perrone,,,Hombre,,,1944,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Luis María,OBS: Pesce&#39;Iti,,,Hombre,,,1958,,Santa Fe,Música|Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Ariel,Petruccelli,,,Hombre,,,1971,,Buenos Aires,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Diana,Piazzolla,,,Mujer,,,1943,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Osvaldo,Picardo,,,Hombre,,,1955,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Leonor,OBS: Picche&#39;Iti,,,Mujer,,,1942,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Carlos,Piccioni,,,Hombre,,,1945,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Roberto,OBS: Piccio&#39;Ito,,,Hombre,,,1949,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Héctor Aldo,Piccoli,,,Hombre,,,1951,,Santa Fe,Escritura,Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marcelo,Pichón Riviere,,,Hombre,,,1944,,Capital Federal,Escritura,Escritura: Periodismo|Escritura: Narrativa|Escritura: Traducción|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Alejandro,Pidello,,,Hombre,,,1947,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Sandra,Pien,,,Mujer,,,1960,,Capital Federal,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Ricardo,Piglia,,,Hombre,,,1940,,OBS: Provincia Buenos Aires,OBS: Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Edgardo,Pígoli,,,Hombre,,,1966,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Guillermo,Pilía,,,Hombre,,,1958,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Lydia,Pinkus,,,Mujer,,,1941,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Guillermo,Pinto,,,Hombre,,,1949,,Santiago del Estero,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Cristina,Pina,,,Mujer,,,1949,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Marta Noemí,Piris,,,Mujer,,,1949,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Guillermo,Pro,,,Hombre,,,1960,,Capital Federal,OBS: Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Cecilia,Pisos,,,Mujer,,,1965,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Silvia,Placer,,,Mujer,,,1942,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Cristina De La,Plaza,,,Mujer,,,1940,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
