"nid","nombres","apellidos","seudonimos","variantes","genero","fecha_nacimiento","fecha_muerte","ano_nacimiento","ano_muerte","lugar_nacimiento","disciplinas","subdisciplinas","fuentes","enlaces_titulo","enlaces_url","notas"
"8716","Pedro","Orgambide","","","Hombre","09/08/1929","19/01/2003","1929","2003","Capital Federal","Escritura","Dramaturgia|No ficción|Narrativa","","Wikipedia en español","https://es.wikipedia.org/wiki/Pedro_Orgambide",""
"9775","Carlos","Orgambide Gdansky","","","Hombre","28/09/1930","","1930","","Capital Federal","Audiovisual","Guionista|Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Carlos_Orgambide|http://www.imdb.com/name/nm0649771/|http://www.cinenacional.com/persona/carlos-orgambide",""
"9540","Olga","Orozco","","","Mujer","17/03/1920","15/08/1999","1920","1999","La Pampa","Escritura","Periodismo|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Olga_Orozco|http://www.fundacionkonex.org/b591-olga-orozco",""
"9776","Ramón Bautista","Ortega","Palito Ortega","","Hombre","08/03/1942","","1942","","Tucumán","Música|Audiovisual","Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Palito_Ortega|http://www.imdb.com/name/nm0650927/|http://www.cinenacional.com/persona/palito-ortega",""
"9541","Juan Laurentino","Ortiz","","","Hombre","11/06/1896","02/09/1978","1896","1978","Entre Ríos","Escritura","Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Juan_Laurentino_Ortiz",""
"9777","Américo","Ortiz de Zárate","","","Hombre","14/04/1948","26/09/1989","1948","1989","Santa Fe","Artes visuales","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional","http://www.cinenacional.com/persona/americo-ortiz-de-zarate",""
"9778","Carlos","Otaduy","","","Hombre","28/10/1934","","1934","2005","Santa Fe","Escritura|Artes visuales|Audiovisual","Escultura|Pintura|Dirección cinematográfica|Poesía","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)","http://www.imdb.com/name/nm1258096/",""
"9779","Antonio","Ottone","","","Hombre","","05/03/2002","1941","2002","Santa Fe","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Antonio_Ottone|http://www.imdb.com/name/nm0653320/|http://www.cinenacional.com/persona/antonio-ottone",""
"9542","Antonio","Pagés Larraya","","","Hombre","18/12/1918","13/10/2005","1918","2005","Mendoza","Escritura","Dramaturgia|No ficción|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Antonio_Pag%C3%A9s_Larraya|http://www.fundacionkonex.org/b2008-antonio-pages-larraya",""
"9435","Gaspar","Palacio","","","Hombre","","","1828","1892","Santiago del Estero","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","","",""
"8968","Pedro Bonifacio","Palacios","Almafuerte","","Hombre","13/05/1854","28/02/1917","1854","1917","Buenos Aires","Escritura|Artes visuales","Pintura|No ficción|Periodismo|Poesía|Traducción","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Pedro_Bonifacio_Palacios",""
"9780","Luis","Palomares","","","Hombre","","","","","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0658695/|http://www.cinenacional.com/persona/luis-palomares",""
"9782","Jorge","Pantano","","","Hombre","","","","","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional","http://www.cinenacional.com/persona/jorge-pantano",""
"9781","José María","Paolantonio","","","Hombre","30/01/1931","","1931","","Santa Fe","Audiovisual","Guionista|Dirección cinematográfica|Dramaturgia","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional|Fundación Konex","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Paolantonio|http://www.imdb.com/name/nm0659987/|http://www.cinenacional.com/persona/jose-maria-paolantonio|http://www.fundacionkonex.org/b1018-jose-maria-paolantonio",""
"9783","Néstor","Paternostro","","","Hombre","22/04/1937","","1937","","Buenos Aires","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/N%C3%A9stor_Paternostro|http://www.imdb.com/name/nm0665453/|http://www.cinenacional.com/persona/nestor-paternostro",""
"9784","Cristian","Pauls","","","Hombre","01/07/1957","","1957","","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Cristian_Pauls|http://www.imdb.com/name/nm0667279/|http://www.cinenacional.com/persona/cristian-pauls",""
"9543","Roberto Jorge","Payró","","","Hombre","19/04/1867","05/04/1928","1867","1928","Buenos Aires","Escritura","Dramaturgia|No ficción|Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Roberto_Payr%C3%B3",""
"9544","José","Pedroni","","","Hombre","21/09/1899","","1899","1967","Santa Fe","Escritura","Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Jos%C3%A9_Pedroni","{diferencia}{web=Wikipedia}{3}{1968}"
"9414","Charles Henri","Pellegrini","","Carlos Enrique Pellegrini","Hombre","28/07/1800","12/10/1875","1800","1875","Francia","Artes visuales","Dibujo|Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Charles_Henri_Pellegrini",""
"9785","Adelqui","Pellegrino","","","Hombre","","","","","Córdoba","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","","",""
"9786","Juan Carlos","Pelliza","","","Hombre","","08/06/1980","","1980","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional","http://www.cinenacional.com/persona/juan-carlos-pelliza",""
"9703","Josefina","Pelliza de Sagasta","","","Mujer","04/04/1848","18/08/1888","1848","1888","Entre Ríos","Escritura","Narrativa|Periodismo","Narradoras argentinas (1852-1932). 1995","","",""
"9787","Miguel","Pérez","","","Hombre","15/12/1943","","1943","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional|Fundación Konex","http://www.imdb.com/name/nm0702297/|http://www.cinenacional.com/persona/miguel-perez|http://www.fundacionkonex.org/b727-miguel-perez",""
"9441","Genaro","Pérez","","","Hombre","","","1839","1900","Córdoba","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","","",""
"9545","Ulyses","Petit de Murat","","","Hombre","28/01/1907","19/08/1983","1907","1983","Capital Federal","Escritura","Dramaturgia|Narrativa|Periodismo|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Ulyses_Petit_de_Murat#Obras_publicadas",""
"9730","Manuel","Peyrou","","","Hombre","23/05/1902","01/01/1974","1902","1974","Buenos Aires","Escritura","Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Manuel_Peyrou",""
"9788","Daniel","Pires Mateus","","","Hombre","18/10/1939","","1939","","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0685100/|http://www.cinenacional.com/persona/daniel-pires-mateus",""
"9731","Alejandra","Pizarnik","","","Mujer","29/04/1936","25/09/1972","1936","1972","Buenos Aires","Escritura","Dramaturgia|No ficción|Narrativa|Poesía|Traducción","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Alejandra_Pizarnik",""
"9789","Eduardo","Pla","","","Hombre","","","1952","2012","Capital Federal","Artes visuales|Audiovisual","Otras|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)","http://www.imdb.com/name/nm1037501/",""
"9732","Roger","Pla","Roger Ivonnes","","Hombre","08/10/1912","","1912","1984","Santa Fe","Escritura","Dramaturgia|No ficción|Narrativa|Poesía","","Wikipedia en español","https://es.wikipedia.org/wiki/Roger_Pla"," {diferencia}{web=Wikipedia}{3}{1982}"
"9790","Jorge","Polaco","","","Hombre","20/11/1946","20/02/2014","1946","2014","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Jorge_Polaco|http://www.imdb.com/name/nm0688783/|http://www.cinenacional.com/persona/jorge-polaco",""
"9791","Atilio","Polverini","","","Hombre","05/11/1930","","1930","","Buenos Aires","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0689900/|http://www.cinenacional.com/persona/atilio-polverini",""
"9733","Antonio","Porchia","","","Hombre","","09/11/1968","1886","1968","Italia","Escritura","Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Antonio_Porchia","{diferencia}{web=Wikipedia}{2}{1885}"
"9792","Julio","Porter","","","Hombre","14/07/1916","24/10/1979","1916","1979","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Julio_Porter|http://www.imdb.com/name/nm0692180/|http://www.cinenacional.com/persona/julio-porter",""
"9793","Hebert","Posse Amorim","","","Hombre","","","","","Uruguay","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1142440/|http://www.cinenacional.com/persona/hebert-posse-amorim",""
"9794","Jorge Ricardo","Preloran","","","Hombre","28/05/1933","28/03/2009","1933","2009","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Jorge_Preloran|http://www.imdb.com/name/nm0695900/|http://www.cinenacional.com/persona/jorge-preloran",""
"9729","Julia","Prilutzky Farny","","","Mujer","","08/03/2002","1912","2002","Ucrania","Escritura","Periodismo|Poesía","Narradoras argentinas (1852-1932). 1995","Wikipedia en español","https://es.wikipedia.org/wiki/Julia_Prilutzky_Farny",""
"9795","Luis Adalberto","Puenzo","","","Hombre","19/02/1946","","1946","","Capital Federal","Audiovisual","Guionista|Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Luis_Puenzo|http://www.imdb.com/name/nm0699933/|http://www.cinenacional.com/persona/luis-puenzo",""
"9415","Prilidiano","Pueyrredón","","","Hombre","24/01/1823","03/11/1870","1823","1870","Buenos Aires","Artes visuales","Arquitectura|Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Prilidiano_Pueyrred%C3%B3n",""
"9734","Manuel","Puig","","","Hombre","","22/07/1990","1933","1990","Buenos Aires","Escritura|Audiovisual","Guionista|Dramaturgia|No ficción|Narrativa","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Manuel_Puig","{diferencia}{web=Wikipedia}{2}{1932}"
"9735","Jorge Enrique","Ramponi","","","Hombre","","","1907","1977","Mendoza","Escritura","Poesía","Diccionario de autores latinoamericanos. 2001","","",""
"9430","Benjamín Franklin","Rawson","","","Hombre","29/03/1820","14/03/1871","1820","1871","San Juan","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Benjam%C3%ADn_Franklin_Rawson",""
"9736","Horacio","Rega Molina","","","Hombre","","","1899","1957","Argentina","Escritura","Dramaturgia|Periodismo|Poesía","Diccionario de autores latinoamericanos. 2001","","",""
"9440","Fermín","Rezábal Bustillo","","","Hombre","","23/05/1873","1845","1873","Buenos Aires","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Ferm%C3%ADn_Rez%C3%A1bal_Bustillo",""
"9798","Carlos","Rinaldi","","","Hombre","05/02/1915","10/05/1995","1915","1995","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Carlos_Rinaldi|http://www.imdb.com/name/nm0727355/|http://www.cinenacional.com/persona/carlos-rinaldi",""
"9449","Severo","Rodríguez Etchart","","","Hombre","","02/07/1903","1865","1903","Buenos Aires","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Severo_Rodr%C3%ADguez_Etchart",""
"9737","Ricardo","Rojas","","","Hombre","16/09/1882","29/07/1957","1882","1957","Tucumán","Escritura","No ficción|Periodismo","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Ricardo_Rojas",""
"9738","Pablo","Rojas Paz","","","Hombre","28/06/1896","01/10/1956","1896","1956","Tucumán","Escritura","No ficción|Narrativa|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Pablo_Rojas_Paz",""
"9702","Mercedes","Rosas de Rivera","","","Mujer","","","1810","1870","Buenos Aires","Escritura","Narrativa","Narradoras argentinas (1852-1932). 1995","","",""
"9796","Mario","Sabato","Adrián Quiroga","","Hombre","15/02/1945","","1945","","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Mario_Sabato_%28cineasta%29|http://www.imdb.com/name/nm0844532/|http://www.cinenacional.com/persona/mario-sabato",""
"9739","Ernesto","Sabato","","","Hombre","24/06/1911","30/04/2011","1911","2011","Buenos Aires","Escritura","No ficción|Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Ernesto_Sabato",""
"9740","Juan José","Saer","","","Hombre","28/06/1937","11/06/2005","1937","2005","Santa Fe","Escritura","No ficción|Narrativa|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Saer",""
"9722","Lola","Salinas Bergara de Bourguet","","","Mujer","","","1876","1939","Buenos Aires","Escritura","Narrativa|Poesía","Narradoras argentinas (1852-1932). 1995","","",""
"9519","Rubén","Salvador","Ture","","Hombre","","","1963","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9799","Roberto","Sánchez","Sandro","","Hombre","19/08/1945","04/01/2010","1945","2010","Capital Federal","Música|Audiovisual","Intérprete|Dirección cinematográfica|Autor de letra|Autor de música","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Sandro|http://www.imdb.com/name/nm0762275/|http://www.cinenacional.com/persona/sandro",""
"9800","Hugo","Santiago Muchnick","","","Hombre","12/12/1939","","1939","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Hugo_Santiago_Muchnick|http://www.imdb.com/name/nm0763587/|http://www.cinenacional.com/persona/hugo-santiago",""
"9801","Diego","Santillán","","","Hombre","","","1925","1992","España","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)","https://es.wikipedia.org/wiki/Diego_Santill%C3%A1n_%28director%29|http://www.imdb.com/name/nm0763698/",""
"9802","José","Santiso","","","Hombre","","","","","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0763775/|http://www.cinenacional.com/persona/jose-santiso",""
"9803","Julio","Saraceni","","","Hombre","10/10/1912","12/10/1998","1912","1998","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Julio_Saraceni|http://www.imdb.com/name/nm0764736/|http://www.cinenacional.com/persona/julio-saraceni",""
"9431","Procesa del Carmen","Sarmiento","","","Mujer","22/08/1818","15/09/1889","1818","1889","San Juan","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Procesa_del_Carmen_Sarmiento","{diferencia}{web=Wikipedia}{3}{1899}"
"9741","Domigo Faustino","Sarmiento","","","Hombre","15/02/1811","11/09/1888","1811","1888","San Juan","Escritura","No ficción|Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento",""
"9804","Nicolás","Sarquís","","","Hombre","06/03/1938","19/04/2003","1938","2003","Buenos Aires","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Nicol%C3%A1s_Sarqu%C3%ADs|http://www.imdb.com/name/nm0765496/|http://www.cinenacional.com/persona/nicolas-sarquis",""
"9805","Luis","Saslavsky","Simón Fourcade|Hugo Espinelli","","Hombre","21/04/1903","20/03/1995","1903","1995","Santa Fe","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Luis_Saslavsky|http://www.imdb.com/name/nm0288408/|http://www.cinenacional.com/persona/luis-saslavsky",""
"9806","Guillermo","Saura","","","Hombre","29/03/1955","","1955","","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1051476/|http://www.cinenacional.com/persona/guillermo-saura",""
"9742","Raúl","Scalabrini Ortiz","","","Hombre","14/02/1898","30/05/1959","1898","1959","Corrientes","Escritura","No ficción|Narrativa|Periodismo|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Ra%C3%BAl_Scalabrini_Ortiz",""
"9424","Eduardo","Schiaffino","","","Hombre","","","1858","1935","Buenos Aires","Escritura|Artes visuales","Pintura|No ficción","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Eduardo_Schiaffino_%28pintor%29",""
"9407","Abraham Valentín","Schprejer","Valentín Fernando","","Hombre","","","1921","1977","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9808","Juan","Schröder","","","Hombre","29/04/1936","","1936","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1179171/|http://www.cinenacional.com/persona/juan-schroder",""
"9809","Juan Antonio","Serna","","","Hombre","15/01/1934","","1934","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0785287/|http://www.cinenacional.com/persona/juan-antonio-serna",""
"9810","Alejandro","Sessa","","Alex Sessa","Hombre","","10/07/1998","1938","1998","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)","https://es.wikipedia.org/wiki/Alejandro_Sessa|http://www.imdb.com/name/nm0785909/",""
"9437","Enrique","Sheridan","","Henry Sheridan","Hombre","13/09/1833","","1833","1860","Buenos Aires","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Enrique_Sheridan","{diferencia}{libro=565}{2}{1838}"
"9743","Francisco","Sicardi","","","Hombre","21/04/1856","08/07/1927","1856","1927","Capital Federal","Escritura","Dramaturgia|No ficción|Narrativa|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Francisco_Sicardi",""
"9421","Eduardo","Sívori","","","Hombre","13/10/1847","05/06/1918","1847","1918","Buenos Aires","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Eduardo_S%C3%ADvori",""
"9728","Luisa","Sofovich","","","Mujer","","","1905","1970","Buenos Aires","Escritura","Narrativa","Narradoras argentinas (1852-1932). 1995","","",""
"9812","Gerardo Andrés","Sofovich","","","Hombre","18/03/1937","08/03/2015","1937","2015","Capital Federal","Audiovisual","Dirección cinematográfica|Dirección televisiva","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Gerardo_Sofovich|http://www.imdb.com/name/nm0812176/|http://www.cinenacional.com/persona/gerardo-sofovich",""
"9813","Hugo Alberto","Sofovich","","","Hombre","18/12/1939","12/01/2003","1939","2003","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Hugo_Sofovich|http://www.imdb.com/name/nm0812177/|http://www.cinenacional.com/persona/hugo-sofovich",""
"9814","Fernando Ezequiel","Solanas","","Pino Solanas","Hombre","16/02/1936","","1936","","Buenos Aires","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Pino_Solanas|http://www.imdb.com/name/nm0812625/|http://www.cinenacional.com/persona/pino-solanas",""
"9427","Antonio","Somellera","","","Hombre","14/06/1812","14/11/1889","1812","1889","Capital Federal","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Antonio_Somellera",""
"9815","Carlos","Sorín","","","Hombre","","","1944","","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional|Fundación Konex","https://es.wikipedia.org/wiki/Carlos_Sor%C3%ADn|http://www.imdb.com/name/nm0815044/|http://www.cinenacional.com/persona/carlos-sorin|http://www.fundacionkonex.org/b1735-carlos-sorin",""
"9816","Naum","Spoliansky","","","Hombre","","","","","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1343551/|http://www.cinenacional.com/persona/naum-spoliansky",""
"9817","Juan Bautista","Stagnaro","","","Hombre","16/11/1945","","1945","","Buenos Aires","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Juan_Bautista_Stagnaro|http://www.imdb.com/name/nm0821412/|http://www.cinenacional.com/persona/juan-bautista-stagnaro",""
"9818","Juan José","Stagnaro","","","Hombre","16/11/1938","","1938","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Stagnaro|http://www.imdb.com/name/nm0821413/|http://www.cinenacional.com/persona/juan-jose-stagnaro",""
"9819","David","Stivel","","","Hombre","06/10/1930","20/09/1992","1930","1992","Capital Federal","Escritura|Audiovisual","Dirección cinematográfica|Dirección televisiva|Narrativa","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/David_Stivel|http://www.imdb.com/name/nm0830634/|http://www.cinenacional.com/persona/david-stivel",""
"9820","Pedro","Stocki","","","Hombre","20/07/1936","","1936","","Capital Federal","Audiovisual","Guionista|Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm0830844/|http://www.cinenacional.com/persona/pedro-stocki",""
"9719","Alfonsina","Storni","","","Mujer","29/05/1892","25/10/1938","1892","1938","Suiza","Escritura","Narrativa|Poesía","Diccionario de autores latinoamericanos. 2001|Narradoras argentinas (1852-1932). 1995","Wikipedia en español","https://es.wikipedia.org/wiki/Alfonsina_Storni",""
"9821","Eliseo","Subiela","","","Hombre","27/12/1944","","1944","","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Fundación Konex|Cine Nacional","https://es.wikipedia.org/wiki/Eliseo_Subiela|http://www.imdb.com/name/nm0836949/|http://www.fundacionkonex.org/b1519-eliseo-subiela|http://www.cinenacional.com/persona/eliseo-subiela",""
"9478","María del Rosario","Tabárez","","","Mujer","","","1945","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9479","Damián","Tabarovsky","","","Hombre","","","1967","","Capital Federal","Escritura","No ficción|Narrativa|Traducción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9480","Oscar","Taborda","","","Hombre","","","1959","","Santa Fe","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9481","Halima","Tahan","","","Mujer","","","1951","","Córdoba","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9482","Mónica","Tamborenea","","","Mujer","","","1951","","Capital Federal","Escritura","No ficción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
