página,nombres,variantes,seudonimos,apellidos,genero,name_conf,nick_conf,lastname_conf,bplace,lugar_nacimiento,ano_nacimiento,ano_muerte,byear_conf,dyear_conf,primera_oración,disciplinas,subdisciplinas,notas,ignorar_conflictos,forzar_nuevo
34,Osvaldo,,,Ballina,Hombre,92,,88,'La Plata, Provincia De Buenos Aires',Buenos Aires,1942,,91,,Poeta,Escritura,Escritura: Poesía,,,
34,Carlos,,,Balmaceda,Hombre,90,,87,'Mar Del Plata, Provincia De Buenos Aires',Buenos Aires,1954,,89,,Narrador,Escritura,Escritura: Narrativa,,,
34,Rubén Horacio,,,Balseiro,Hombre,84,,89,'Avellaneda, Provincia De Buenos Aires',Buenos Aires,1955,,91,,Poeta,Escritura,Escritura: Poesía,,,
34,Ángel,,,Balzarino,Hombre,88,,90,'Villa Trinidad, Provincia De Santa Fe',Santa Fe,1943,,87,,Narrador,Escritura,Escritura: Narrativa,,,
35,César,,,Bandin Ron,Hombre,88,,88,Buenos Aires,Capital Federal,1948,,89,,'Poeta, artista plástico y docente',OBS: Escritura|Artes visuales,Escritura: Poesía,,,
35,Gabriel,,,Banez,Hombre,89,,76,'La Plata, Provincia De Buenos Aires',Buenos Aires,1951,,91,,Narrador y periodista,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,
35,Carlos,,,Barbarito,Hombre,91,,92,'Pergamino, Provincia De Buenos Aires',Buenos Aires,1955,,91,,Poeta,Escritura,Escritura: Poesía,,,
35,Alicia,,,Barberis,Mujer,89,,89,'Felicia, Provincia De Santa Fe',Santa Fe,1957,,89,,Narradora,Escritura,Escritura: Narrativa,,,
35,Enrique,,,Barbieri,Hombre,90,,91,Buenos Aires,Capital Federal,1949,1986,91,91,Narrador,Escritura,Escritura: Narrativa,,,
35,Ariel,,,Barchilón,Hombre,88,,91,San Juan,San Juan,1957,,88,,'Dramaturgo, poeta y nanador',Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,
35,OBS: Salvador Walter “Batato”,,,Barba,,87,,76,']Unin, Provincia De Buenos Aires',Buenos Aires,1961,1991,95,92,Se autodefinía como “clown—travesti-literario” y es exponente de la dramaturgia de actor producida en la postdictadura,OBS: Escritura,Escritura: Dramaturgia,,,
36,Angélica,,,OBS: Barle&#39;Ita,Mujer,88,,89,Buenos Aires,Capital Federal,1946,,92,,Narradora,Escritura,Escritura: Narrativa,,,
36,Marcos Ricardo,,,Barnatán,Hombre,84,,88,Buenos Aires,Capital Federal,1946,,91,,'Poeta, narrador y ensayista',Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,
36,Jorge,,,Barón Biza,Hombre,84,,84,Buenos Aires,Capital Federal,1942,,86,,Narrador y critico de arte,OBS: Escritura,Escritura: Narrativa,,,
36,Raúl,,,Baroni,Hombre,90,,90,Buenos Aires,Capital Federal,1944,,91,,Dramaturgo,Escritura,Escritura: Dramaturgia,,,
36,Gabriel,,,Barraguirre,Hombre,90,,91,Santa Fe,Santa Fe,1967,,92,,Narrador y poeta,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
36,Andrés,,,Barral,Hombre,88,,90,'Lanus, Provincia De Buenos Aires',Buenos Aires,1941,,88,,'Narrador, ensayista y crítico literario',Escritura,Escritura: Narrativa|Escritura: No ficción,,,
36,Adriana,,,Barrandeguy,Mujer,90,,91,'Gualeguay, Provincia De Entre Ríos',Entre Ríos,1946,,89,,Poeta y traductora,Escritura,Escritura: Traducción|Escritura: Poesía,,,
37,Sandro,,,Barrella,Hombre,88,,87,Buenos Aires,Capital Federal,1967,,93,,Poeta,Escritura,Escritura: Poesía,,,
37,María,,,Barrientos,Mujer,88,,90,Buenos Aires,Capital Federal,1959,,90,,Poeta,Escritura,Escritura: Poesía,,,
37,Oscar,,,Barrionuevo,Hombre,88,,85,'Famailla, Provincia De Tucuman',Tucumán,1963,,88,,Poeta,Escritura,Escritura: Poesía,,,
37,Raquel,,,OBS: Barti—Ie,Mujer,86,,76,Buenos Aires,Capital Federal,1943,,85,,Nanadora dedicada a la literatura infantil,Escritura,Escritura: Narrativa,,,
37,Ricardo,,,Bartís,Hombre,87,,87,Buenos Aires,Capital Federal,1949,,90,,'Actor, director y dramaturgo',OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,
37,Leopoldo José,,,Bartolome,Hombre,85,,84,'Posadas, Provincia De Misiones',Misiones,1942,,88,,Poeta,Escritura,Escritura: Poesía,,,
37,Adela,,,Basch,Mujer,91,,91,Buenos Aires,Capital Federal,1946,,93,,'Escritora de teatro para chicos, cuentista y ensayista',Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: No ficción,,,
38,Liliana,,,Bastons,Mujer,88,,92,'General Paz, Provincia De Buenos Aires',Buenos Aires,1954,,91,,Poeta,Escritura,Escritura: Poesía,,,
38,Ana,,,Basualdo,Mujer,90,,92,Buenos Aires,Capital Federal,1945,,90,,Narradora y periodista,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,
38,Carlos,,,Basualdo,Hombre,91,,92,'Rosario, Provincia De Santa Fe',Santa Fe,1964,,90,,Poeta,Escritura,Escritura: Poesía,,,
38,María Isabel,,,Basualdo,Mujer,88,,91,Buenos Aires,Capital Federal,1952,,87,,Poeta y narradora,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
38,Carlos,,,OBS: Ba&#39;Itilana,Hombre,88,,87,'Paso De Los Libres, Provincia De Corrientes',Corrientes,1964,,94,,Poeta y crítico literario,Escritura,Escritura: Poesía|Escritura: No ficción,,,
38,Vicente,,,OBS: Ba&#39;I&#39;I&#39;Ista,Hombre,89,,83,Buenos Aires,Capital Federal,1940,,91,,'Narrador, guionista, dramaturgo y perio dista',Artes audiovisuales|Escritura,Escritura: Dramaturgia|Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: Periodismo,,,
38,Ana Lucía,,,Bazzurro,Mujer,89,,91,Buenos Aires,Capital Federal,1941,,89,,Poeta,Escritura,Escritura: Poesía,,,
39,Hugo,,,Beccacece,Hombre,89,,87,Buenos Aires,Capital Federal,1941,,91,,'Periodista, nanador, ensayista y crítico literario',Escritura,Escritura: Narrativa|Escritura: No ficción|Escritura: Periodismo,,,
39,Angel,,,Beccassino,Hombre,86,,88,Buenos Aires,Capital Federal,1948,,89,,'Poeta, narrador y periodista',Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: Periodismo,,,
39,Ana,,,Becciu,Mujer,89,,91,Buenos Aires,Capital Federal,1948,,90,,Poeta y traductora,Escritura,Escritura: Traducción|Escritura: Poesía,,,
39,Alfredo,,,Becerra,Hombre,86,,90,'Bahía Blanca, Provincia De Buenos Aires',Buenos Aires,1942,,91,,'Narrador, investigador histórico y periodista',OBS: Escritura,Escritura: Narrativa|Escritura: Periodismo,,,
39,María Laura,,,Beheran,Mujer,89,,86,'Ayacucho, Prov1Ncia De Buenos Aires',OBS: Prov1Ncia De Buenos Aires,1973,,90,,Poeta y periodista,Escritura,Escritura: Poesía|Escritura: Periodismo,,,
39,Gabriela,,,Bejerman,Mujer,89,,80,Buenos Aires,Capital Federal,1973,,89,,Poeta,Escritura,Escritura: Poesía,,,
39,Alejandro,,,Bekes,Hombre,89,,86,Santa Fe,Santa Fe,1959,,90,,Poeta y ensayista,Escritura,Escritura: Poesía|Escritura: No ficción,,,
39,Eduardo,,,Belgrano Rawson,Hombre,89,,90,San Luis,San Luis,1943,,84,,Narrador,Escritura,Escritura: Narrativa,,,
40,Diana,,,Bellessi,Mujer,88,,91,'Zavalla, Provincia De Santa Fe',Santa Fe,1946,,93,,Poeta,Escritura,Escritura: Poesía,,,
40,Bárbara,,,Belloc,Mujer,83,,88,Buenos Aires,Capital Federal,1968,,89,,Poeta,Escritura,Escritura: Poesía,,,
40,Araceli,,,OBS: Belloti&#39;A,Mujer,90,,80,Buenos Aires,Capital Federal,1960,,93,,'Periodista, guionista y narradora',Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: Periodismo,,,
40,Ana,,,Benda,Mujer,88,,92,Buenos Aires,Capital Federal,1946,,91,,Poeta y ensayista,Escritura,Escritura: Poesía|Escritura: No ficción,,,
41,Manuel Lázaro,,,Bendersky,Hombre,82,,84,Entre Ríos,Entre Ríos,1944,,91,,Poeta y periodista,Escritura,Escritura: Poesía|Escritura: Periodismo,,,
41,Julie,,,Benesdra,Mujer,85,,86,Buenos Aires,Capital Federal,1947,,91,,Poeta,Escritura,Escritura: Poesía,,,
