página,nombres,variantes,seudonimos,apellidos,genero,name_conf,nick_conf,lastname_conf,bplace,lugar_nacimiento,ano_nacimiento,ano_muerte,byear_conf,dyear_conf,primera_oración,disciplinas,subdisciplinas,notas,ignorar_conflictos,forzar_nuevo
17,Florencia,,,Abbate,Mujer,84,,88,Buenos Aires,Capital Federal,1976,,91,,Poeta,Escritura,Escritura: Poesía,,,
17,Álvaro,Nicolás Olivari,,Abós,Hombre,86,,90,Buenos Aires,Capital Federal,1943,,84,,Narrador y ensayista,Escritura,Escritura: Narrativa|Escritura: No ficción,,,
17,Tomás,,,Abraham,Hombre,87,,85,Rumania,Rumania,1946,,83,,Filósofo,DEF: Escritura,,,,
18,Luis,,,Abrego,Hombre,90,,89,Anóm,OBS: Anóm,1966,,90,,'Poeta, narrador y periodista',Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: Periodismo,,,
18,Cecilia,,,Absatz,Mujer,85,,87,Buenos Aires,Capital Federal,1943,,90,,'Narradora, periodista, traductora, ensayista y guionista',Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: Traducción|Escritura: No ficción|Escritura: Periodismo,,,
18,Jorge,,,Accame,Hombre,79,,91,Buenos Aires,Capital Federal,1956,,88,,'Narrador, poeta y autor teatral',Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,
18,Julio,,,Acosta,Hombre,80,,81,'Avellaneda, Provincia De Buenos Al…',OBS: Buenos Al…,1952,,84,,'Poeta, narrador, crítico literario y editor',OBS: Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,
18,Martha,,,Acosta,Mujer,79,,90,San Miguel De Tucuman,Tucumán,1943,,89,,Poeta,Escritura,Escritura: Poesía,,,
18,Natividad,,,Acosta,Mujer,87,,91,Formosa,Formosa,1963,,90,,Poeta,Escritura,Escritura: Poesía,,,
19,Beatriz,,,Actis,Mujer,82,,90,'Sunci—Iales, Provincia De Santa Fe',Santa Fe,1961,,91,,Narradora,Escritura,Escritura: Narrativa,,,
19,Marcelo,,,Actis,Hombre,90,,89,'Villa María, Provincia De Córdoba',Córdoba,1958,,92,,Poeta,Escritura,Escritura: Poesía,,,
19,César Isidro,,,Actis Brú,Hombre,87,,86,'Tandil, Provincia De Buenos Aires',Buenos Aires,1942,,87,,'Poeta, narrador y periodista',Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: Periodismo,,,
19,Leopoldo Enrique,,,Acuna,Hombre,87,,74,'La Plata, Provincia De Buenos Aires',Buenos Aires,1947,,87,,Narrador y músico,Música|Escritura,Escritura: Narrativa,,,
19,Nilda,,,Adaro,Mujer,89,,92,Buenos Aires,Capital Federal,1946,,90,,Poeta,Escritura,Escritura: Poesía,,,
19,Titi,,,Ades,?,89,,86,Buenos Aires,Capital Federal,1945,,89,,Poeta y artista plástica,Escritura|Artes visuales,Escritura: Poesía,,,
19,Javier,,,Adúriz,Hombre,79,,91,Buenos Aires,Capital Federal,1948,,91,,Poeta,Escritura,Escritura: Poesía,,,
19,Daniel,,,Aguilar,Hombre,92,,87,Buenos Aires,Capital Federal,1948,,88,,Dramaturgo,Escritura,Escritura: Dramaturgia,,,
20,Gonzalo,,,Aguilar,Hombre,89,,89,Buenos Aires,Capital Federal,1964,,91,,Ensayista,Escritura,Escritura: No ficción,,,
20,Hernán,,,Aguilar,Hombre,83,,84,Buenos Aires,Capital Federal,1950,,93,,Autor teatral,Escritura,Escritura: Dramaturgia,,,
20,Liliana,,,Aguilar,Mujer,88,,90,San Juan,San Juan,1944,,92,,Cuentista y poeta,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
20,Ernesto,,,Aguirre,Hombre,85,,87,San Salvador De Jujuy,Jujuy,1953,,90,,Poeta,Escritura,Escritura: Poesía,,,
20,Osvaldo,,,Aguirre,Hombre,89,,87,'Colón, Prov1Ncia De Buenos Aires',OBS: Prov1Ncia De Buenos Aires,1964,,84,,Poeta y narrador,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
20,Roberto,,,Aguirre Molina,Hombre,82,,89,'San Cristóbal, Provincia De Santa Fe',Santa Fe,1953,,89,,Poeta y narrador,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
21,Luis,,,Agustoni,Hombre,90,,89,Buenos Aires,Capital Federal,1943,,90,,Autor y director teatral,OBS: Artes escénicas|Escritura,,,,
21,Eduardo,,,Aibinder,Hombre,86,,85,'Banfield, Provincia De Buenos Aires',Buenos Aires,1968,,89,,Poeta,Escritura,Escritura: Poesía,,,
21,César,,,Aira,Hombre,90,,80,'Coronel Pringles, Provincia De  Buenos Aires',Buenos Aires,1949,,91,,'Nanador, ensayista, dramaturgo y traductor',Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Traducción|Escritura: No ficción,,,
21,Omar,,,Aíta,Hombre,89,,90,'Lanus, Provincia De Buenos Aires',Buenos Aires,1947,,93,,'Director, actor y dramaturgo',OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,
22,Alberto,,,Alabi,Hombre,90,,90,San Salvador De Jujuy,Jujuy,1959,,88,,Narrador,Escritura,Escritura: Narrativa,,,
22,Mario,,,Albasini,Hombre,91,,91,Buenos Aires,Capital Federal,1941,,89,,Narrador dedicado a la literatura infantil,Escritura,Escritura: Narrativa,,,
22,Danilo,,,Albero,Hombre,88,,90,Mendoza,Mendoza,1947,,88,,'Narrador, ensayista, traductor y librero',OBS: Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: No ficción,,,
22,Alberto Félix,,,Alberto,Hombre,79,,89,Buenos Aires,Capital Federal,1948,,88,,Autor y director teatral,OBS: Artes escénicas|Escritura,,,,
22,Fernando,,,Aldao,Hombre,88,,93,Buenos Aires,Capital Federal,1965,,90,,Poeta,Escritura,Escritura: Poesía,,,
22,Juan Carlos,,,Alegre,Hombre,80,,90,Santiago Del Estero,Santiago del Estero,1945,,91,,Poeta,Escritura,Escritura: Poesía,,,
22,Carlos,,,Aletto,Hombre,90,,91,'Mar Del Plata, Provincia De Buenos Aires',Buenos Aires,1967,,91,,Narrador,Escritura,Escritura: Narrativa,,,
23,Juan Manuel,,,Alfaro,Hombre,80,,89,'Nogoyá, Provincia De Entre Ríos',Entre Ríos,1955,,91,,Poeta,Escritura,Escritura: Poesía,,,
23,Teresa,,,Alfieri,Mujer,88,,86,Buenos Aires,Capital Federal,1947,,91,,Ensayista,Escritura,Escritura: No ficción,,,
23,Cristian,,,Aliaga,Hombre,89,,84,'Darreoueira, Provincia De Buenos Aires',Buenos Aires,1962,,88,,Poeta,Escritura,Escritura: Poesía,,,
23,Roberto,,,Alifano,Hombre,88,,88,'General Pinto, Provincia De Buenos Aires',Buenos Aires,1943,,85,,Poeta y ensayista,Escritura,Escritura: Poesía|Escritura: No ficción,,,
23,Eduardo,,,Aliverti,Hombre,89,,92,Buenos Aires,Capital Federal,1956,,91,,Periodista,Escritura,Escritura: Periodismo,,,
23,María Guadalupe,,,Allassia,Mujer,89,,88,Santa Fe,Santa Fe,1943,,88,,Poeta y narradora,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
23,Inés De,,,Allende,Mujer,90,,90,Córdoba,Córdoba,1944,,91,,Poeta,Escritura,Escritura: Poesía,,,
24,Gabriel,,,Alonso,Hombre,88,,93,Buenos Aires,Capital Federal,1959,,88,,Narrador,Escritura,Escritura: Narrativa,,,
24,Luis Eduardo,,,Alonso,Hombre,88,,91,Buenos Aires,Capital Federal,1951,,92,,Poeta,Escritura,Escritura: Poesía,,,
24,Laura,,,Alperovich,Mujer,90,,88,Buenos Aires,Capital Federal,1963,,89,,Poeta,Escritura,Escritura: Poesía,,,
24,Carlos María,,,Alsina,Hombre,88,,91,San Miguel De Tucuman,Tucumán,1958,,90,,'Actor, director y dramaturgo',OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,
24,Ana Maria,,,Alvarado,Mujer,83,,83,'Lomas De Zamora, Provincia De  Buenos Aires',Buenos Aires,1957,,92,,'Autora de dramaturgia infantil, titiritera e integmnte del grupo ”Periférico de Ob jetos”',OBS: Artes escénicas|Escritura,Escritura: Dramaturgia|Artes escénicas: Pantomima,,,
24,Maite,,,Alvarado,Mujer,91,,89,'Banfield, Provincia De Buenos Aires',Buenos Aires,1953,,84,,'Narradora, investigadora y docente',OBS: Escritura,Escritura: Narrativa|Escritura: No ficción,,,
24,Martín,,,Alvarenga,Hombre,86,,89,Corrientes,Corrientes,1941,,92,,'Poeta, narrador y ensayista',Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,
24,Silvia,,,Álvarez,Mujer,85,,87,'Bahía Blanca, Provincia De Buenos Aires',Buenos Aires,1956,,92,,Poeta y narradora,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
24,Adela,,,Alvarez Faur,Mujer,90,,86,'General Alvear, Provincia De Mendoza',Mendoza,1945,,89,,Poeta y narradora,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
25,Eduardo,,,Alvarez Tunon,Hombre,90,,77,Buenos Aires,Capital Federal,1957,,89,,Poeta y novelista,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
25,María Zulema,,,Amadei,Mujer,88,,88,Santa Fe,Santa Fe,1941,,89,,'Narradora, poeta',Escritura,Escritura: Narrativa|Escritura: Poesía,,,
25,Ana María,,,Amado,Mujer,89,,91,Santiago Del Estero,Santiago del Estero,1946,,92,,Narradora y ensayista,Escritura,Escritura: Narrativa|Escritura: No ficción,,,
25,Ana María,,,Amar Sanchez,Mujer,89,,84,'Mar Del Plata, Provincia De Buenos Amrs',Buenos Aires,1947,,86,,Ensayista,Escritura,Escritura: No ficción,,,
25,Lisandro,,,Amarilla,Hombre,91,,87,'Anatuya, Provincia De Santiago Del Estero',Santiago del Estero,1945,,90,,'Poeta, novelista, cuentista y dramaturgo',Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,
25,Mirtha Isabel,,,Amestoy,Mujer,90,,90,'Choele Choel, Provincia De Rio Negro',Río Negro,1945,1995,91,92,'Narradora, poeta y docente',OBS: Escritura,Escritura: Narrativa|Escritura: Poesía,,,
25,Daniel,,,Amiano,Hombre,91,,92,'Caserqs, Provincia De Buenos Aires',Buenos Aires,1963,,79,,Poeta,Escritura,Escritura: Poesía,,,
25,Irene,,,OBS: Amuchastegu1,Mujer,90,,86,Buenos Aires,Capital Federal,1967,,90,,Periodista e investigadora del tango,OBS: Escritura,Escritura: Periodismo,,,
26,Esteban Gabriel,,,Anadón,Hombre,87,,89,'Villa Dolores, Provincia De Córdoba',Córdoba,1962,,89,,Poeta,Escritura,Escritura: Poesía,,,
26,Pablo,,,Anadón,Hombre,90,,92,'Villa Dolores, Provincia De Córdoba',Córdoba,1963,,88,,'Poeta, traductor y ensayista',Escritura,Escritura: Traducción|Escritura: Poesía|Escritura: No ficción,,,
26,Federico,,,Andahazi,Hombre,91,,87,Buenos Aires,Capital Federal,1963,,88,,Novelista y cuentista,Escritura,Escritura: Narrativa,,,
26,María Del Rosario,,,Andrada,Mujer,88,,81,Catamarca,Catamarca,1954,,90,,Poeta y narradora,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
26,Nora,,,Andrade,Mujer,88,,90,Buenos Aires,Capital Federal,1947,,90,,Autora teatral,Escritura,Escritura: Dramaturgia,,,
26,Esther,,,Andradi,Mujer,88,,91,'Ataliva, Provincia De Santa Fe',Santa Fe,1950,,90,,Narradora y periodista,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,
27,Vanna,,,Andreini,Mujer,87,,90,'Florencia, Italia',Italia,1969,,91,,Poeta,Escritura,Escritura: Poesía,,,
27,María Teresa,,,OBS: Andrue&#39;Ito,Mujer,89,,87,'Arroyo Cabral, Provincia De Córdoba',Córdoba,1954,,91,,'Poeta, narradora y ensayista',Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,
27,Guillermo,,,Angelelli,Hombre,88,,86,'Cosquín, Provincia De Córdoba',Córdoba,1961,,90,,'Actor, director y dramaturgo',OBS: Artes escénicas|Escritura,Escritura: Dramaturgia,,,
27,Diego,,,Angelino,Hombre,89,,90,Entre Ríos,Entre Ríos,1944,,92,,Narrador y poeta,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
27,Roberto,,,Anglade,Hombre,91,,91,Santiago Del Estero,Santiago del Estero,1950,,89,,Narrador,Escritura,Escritura: Narrativa,,,
27,Eduardo,,,Anguita,Hombre,90,,94,Buenos Aires,Capital Federal,1953,,81,,periodista y docente universitario,OBS: Escritura,Escritura: Periodismo,,,
27,OBS: Carlos 0.,,,Antognazzi,,89,,90,Santa Fe,Santa Fe,1963,,82,,Narrador y ensayista,Escritura,Escritura: Narrativa|Escritura: No ficción,,,
28,Ignacio,,,Apolo,Hombre,87,,86,Buenos Aires,Capital Federal,1969,,93,,Narrador y dramaturgo,Escritura,Escritura: Dramaturgia|Escritura: Narrativa,,,
28,Ariel C.,,,Arango,Hombre,90,,90,'Rosario, Provincia De Santa Fe',Santa Fe,1941,,92,,Ensayista,Escritura,Escritura: No ficción,,,
28,Graciela Nidia,,,Araoz,Mujer,84,,83,'Villa Mercedes, Provincia De San Luis',San Luis,1955,,90,,'Filóloga, poeta y ensayista',OBS: Escritura,Escritura: No ficción|Escritura: Poesía,,,
28,Inés,,,Araoz,Mujer,90,,82,San Miguel De Tucuman,Tucumán,1945,,92,,Poeta,Escritura,Escritura: Poesía,,,
28,Silvia,,,Arazi,Mujer,89,,93,Buenos Aires,Capital Federal,1955,,90,,Narradora,Escritura,Escritura: Narrativa,,,
28,Alejandro,,,Archain,Hombre,83,,84,'San Fernando, Provincia De Buenos Aires',Buenos Aires,1953,,91,,Poeta,Escritura,Escritura: Poesía,,,
28,Llda Haidé,,,OBS: Ardi&#39;Ite De Daiban,?,88,,83,Buenos Aires,Capital Federal,1941,,90,,Poeta,Escritura,Escritura: Poesía,,,
28,Carlos,,,Ares,Hombre,89,,91,Buenos Aires,Capital Federal,1950,,89,,Periodista y narrador,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,
29,Daniel,,,Ares,Hombre,87,,79,Buenos Aires,Capital Federal,1956,,90,,Narrador y periodista,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,
29,Susana,,,Arevalo,Mujer,89,,81,Córdoba,Córdoba,1952,,90,,Poeta,Escritura,Escritura: Poesía,,,
29,Alberto,,,Arias,Hombre,90,,89,'9 De Julio, Provincia De Buenos Aires',Buenos Aires,1954,,91,,Poeta,Escritura,Escritura: Poesía,,,
29,Ana,,,Arias,Mujer,88,,88,Buenos Aires,Capital Federal,1944,,88,,Narradora,Escritura,Escritura: Narrativa,,,
29,Teresa,,,OBS: Ari]Ón,Mujer,89,,79,Buenos Aires,Capital Federal,1960,,94,,Poeta y traductora,Escritura,Escritura: Traducción|Escritura: Poesía,,,
29,María Cristina,,,Arostegui,Mujer,88,,92,Buenos Aires,Capital Federal,1949,,92,,Ensayista y narradora,Escritura,Escritura: Narrativa|Escritura: No ficción,,,
29,Jaime,,,Arrambide,Hombre,77,,92,Buenos Aires,Capital Federal,1968,,92,,Poeta,Escritura,Escritura: Poesía,,,
29,Carmen,,,Arrieta,Mujer,89,,88,Buenos Aires,Capital Federal,1962,,88,,Dramaturga y actriz,Artes escénicas|Escritura,Escritura: Dramaturgia,,,
29,Enrique,,,Arrosagaray,Hombre,89,,88,'Wilde, Provincia De Buenos Aires',Buenos Aires,1953,,90,,Narrador,Escritura,Escritura: Narrativa,,,
29,Carlos Alberto,,,Artayer,Hombre,88,,89,'La Banda, Santiago Del Estero',Santiago del Estero,1940,,91,,Poeta y cuentista,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
30,Raúl,,,Artola,Hombre,89,,93,'Las Flores, Provincia De Buenos Aires',Buenos Aires,1947,,90,,Poeta,Escritura,Escritura: Poesía,,,
30,Ana,,,Arzoumanian,Mujer,92,,88,Buenos Aires,Capital Federal,1962,,87,,Poeta y ensayista,Escritura,Escritura: Poesía|Escritura: No ficción,,,
30,Ciela,,,Asad,?,91,,92,Buenos Aires,Capital Federal,1961,,92,,Poeta,Escritura,Escritura: Poesía,,,
30,OBS: J0Rge,,,Asís,,80,,80,Buenos Aires,Capital Federal,1946,,92,,Narrador,Escritura,Escritura: Narrativa,,,
30,Ana,,,Atorresi,Mujer,89,,93,Buenos Aires,Capital Federal,1964,,88,,Narradora y traductora,Escritura,Escritura: Narrativa|Escritura: Traducción,,,
30,Jorge Ricardo,,,Aulicino,Hombre,79,,93,Buenos Aires,Capital Federal,1949,,91,,Poeta y periodista,Escritura,Escritura: Poesía|Escritura: Periodismo,,,
31,Márgara,,,OBS: Averbaci—I,?,85,,82,Buenos Aires,Capital Federal,1957,,92,,'Narradora, traductora y periodista',Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: Periodismo,,,
31,Luisa,,,Axpe,Mujer,88,,86,Buenos Aires,Capital Federal,1945,,94,,Narradora y cuentista especializada en ciencia ficción,Escritura,Escritura: Narrativa,,,
31,Ricardo,,,Aznárez,Hombre,84,,88,Santiago Del Estero,Santiago del Estero,1955,,90,,Narrador,Escritura,Escritura: Narrativa,,,
31,Victoria,,,Azurduy,Mujer,88,,92,Buenos Aires,Capital Federal,1947,,88,,Narradora y periodista,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,
32,Hugo,,,Bab Quintela,Hombre,87,,85,Buenos Aires,Capital Federal,1943,,92,,Autor y director teatral,OBS: Artes escénicas|Escritura,,,,
32,Pablo,,,Baca,Hombre,89,,87,San Salvador De _]Ujuy,Jujuy,1958,,90,,Narrador y poeta,Escritura,Escritura: Narrativa|Escritura: Poesía,,,
32,Julio,,,Baccaro,Hombre,78,,90,'Quilmes, Provincia De Buenos Aires',Buenos Aires,1940,,92,,Director y autor teatral,OBS: Escritura,Escritura: Dramaturgia,,,
32,'ERR: TV, compuso música y canciones para teatro. Recibió el Premio Pirandello otor— gado por el Fondo Nacional de las Artes y el Gobierno de Italia. Publicó Cuando nos vamos (teatro, 1968, Premio Pondal Ríos).',,,,,,,,,,,,,,,,,,,
32,Luis,,,Bacigalupo,Hombre,91,,88,Buenos Aires,Capital Federal,1958,,91,,Poeta,Escritura,Escritura: Poesía,,,
32,Juan Alberto,,,Badía,Hombre,76,,88,'Ramos Mejia, Provincia De Buenos Aires',Buenos Aires,1946,,91,,Se destaca por su reconocida labor en radio y televisión,DEF: Escritura,,,,
32,Juan Carlos,,,Badillo,Hombre,76,,89,Buenos Aires,Capital Federal,1943,,89,,Actor y dramaturgo,Artes escénicas|Escritura,Escritura: Dramaturgia,,,
34,María Banura,,,Badui De Zogbi,Mujer,89,,90,Mendoza,Mendoza,1941,,90,,Poeta,Escritura,Escritura: Poesía,,,
34,Diego,,,Bagnera,Hombre,89,,91,Buenos Aires,Capital Federal,1973,,89,,'Poeta, narrador, autor de teatro y periodista',Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía|Escritura: Periodismo,,,
34,Graciela,,,Ballestero,Mujer,89,,89,'San Nicolas, Provincia De Buenos Aires',Buenos Aires,1953,,88,,Poeta,Escritura,Escritura: Poesía,,,
